LocationType,Location,Category,TimeFrame,DataFormat,Data
State,New York,high school or ged,Age 19,Number,149
State,New York,vocational certificate,Age 19,Number,S
State,New York,vocational license,Age 19,Number,S
State,New York,Associate Degree,Age 19,Number,S
State,New York,bachelor degree,Age 19,Number,S
State,New York,higher degree,Age 19,Number,S
State,New York,none of the above,Age 19,Number,101
State,New York,Declined,Age 19,Number,S
State,New York,blank,Age 19,Number,S
State,New York,high school or ged,Age 21,Number,225
State,New York,vocational certificate,Age 21,Number,12
State,New York,vocational license,Age 21,Number,S
State,New York,Associate Degree,Age 21,Number,S
State,New York,bachelor degree,Age 21,Number,S
State,New York,higher degree,Age 21,Number,S
State,New York,none of the above,Age 21,Number,93
State,New York,Declined,Age 21,Number,S
State,New York,blank,Age 21,Number,S
State,New York,blank,Age 21,Percent,S
State,New York,Declined,Age 21,Percent,S
State,New York,none of the above,Age 21,Percent,0.27
State,New York,higher degree,Age 21,Percent,S
State,New York,bachelor degree,Age 21,Percent,S
State,New York,Associate Degree,Age 21,Percent,S
State,New York,vocational license,Age 21,Percent,S
State,New York,vocational certificate,Age 21,Percent,0.04
State,New York,high school or ged,Age 21,Percent,0.66
State,New York,blank,Age 19,Percent,S
State,New York,Declined,Age 19,Percent,S
State,New York,none of the above,Age 19,Percent,0.38
State,New York,higher degree,Age 19,Percent,S
State,New York,bachelor degree,Age 19,Percent,S
State,New York,Associate Degree,Age 19,Percent,S
State,New York,vocational license,Age 19,Percent,S
State,New York,vocational certificate,Age 19,Percent,S
State,New York,high school or ged,Age 19,Percent,0.56
State,New York,high school or ged,Age 17,Number,30
State,New York,vocational certificate,Age 17,Number,S
State,New York,vocational license,Age 17,Number,S
State,New York,Associate Degree,Age 17,Number,S
State,New York,bachelor degree,Age 17,Number,S
State,New York,higher degree,Age 17,Number,S
State,New York,none of the above,Age 17,Number,460
State,New York,Declined,Age 17,Number,24
State,New York,blank,Age 17,Number,S
State,New York,blank,Age 17,Percent,S
State,New York,Declined,Age 17,Percent,0.05
State,New York,none of the above,Age 17,Percent,0.89
State,New York,higher degree,Age 17,Percent,S
State,New York,bachelor degree,Age 17,Percent,S
State,New York,Associate Degree,Age 17,Percent,S
State,New York,vocational license,Age 17,Percent,S
State,New York,vocational certificate,Age 17,Percent,S
State,New York,high school or ged,Age 17,Percent,0.06
State,North Carolina,blank,Age 17,Percent,S
State,North Carolina,Declined,Age 17,Percent,0.06
State,North Carolina,none of the above,Age 17,Percent,0.87
State,North Carolina,higher degree,Age 17,Percent,S
State,North Carolina,bachelor degree,Age 17,Percent,S
State,North Carolina,Associate Degree,Age 17,Percent,S
State,North Carolina,vocational license,Age 17,Percent,S
State,North Carolina,vocational certificate,Age 17,Percent,S
State,North Carolina,high school or ged,Age 17,Percent,0.07
State,North Carolina,high school or ged,Age 17,Number,11
State,North Carolina,vocational certificate,Age 17,Number,S
State,North Carolina,vocational license,Age 17,Number,S
State,North Carolina,Associate Degree,Age 17,Number,S
State,North Carolina,bachelor degree,Age 17,Number,S
State,North Carolina,higher degree,Age 17,Number,S
State,North Carolina,none of the above,Age 17,Number,144
State,North Carolina,Declined,Age 17,Number,10
State,North Carolina,blank,Age 17,Number,S
State,North Carolina,blank,Age 19,Percent,S
State,North Carolina,Declined,Age 19,Percent,S
State,North Carolina,none of the above,Age 19,Percent,0.41
State,North Carolina,higher degree,Age 19,Percent,S
State,North Carolina,bachelor degree,Age 19,Percent,S
State,North Carolina,Associate Degree,Age 19,Percent,S
State,North Carolina,vocational license,Age 19,Percent,S
State,North Carolina,vocational certificate,Age 19,Percent,S
State,North Carolina,high school or ged,Age 19,Percent,0.58
State,North Carolina,blank,Age 21,Percent,S
State,North Carolina,Declined,Age 21,Percent,S
State,North Carolina,none of the above,Age 21,Percent,0.21
State,North Carolina,higher degree,Age 21,Percent,S
State,North Carolina,bachelor degree,Age 21,Percent,S
State,North Carolina,Associate Degree,Age 21,Percent,S
State,North Carolina,vocational license,Age 21,Percent,S
State,North Carolina,vocational certificate,Age 21,Percent,S
State,North Carolina,high school or ged,Age 21,Percent,0.74
State,North Carolina,high school or ged,Age 21,Number,89
State,North Carolina,vocational certificate,Age 21,Number,S
State,North Carolina,vocational license,Age 21,Number,S
State,North Carolina,Associate Degree,Age 21,Number,S
State,North Carolina,bachelor degree,Age 21,Number,S
State,North Carolina,higher degree,Age 21,Number,S
State,North Carolina,none of the above,Age 21,Number,25
State,North Carolina,Declined,Age 21,Number,S
State,North Carolina,blank,Age 21,Number,S
State,North Carolina,high school or ged,Age 19,Number,68
State,North Carolina,vocational certificate,Age 19,Number,S
State,North Carolina,vocational license,Age 19,Number,S
State,North Carolina,Associate Degree,Age 19,Number,S
State,North Carolina,bachelor degree,Age 19,Number,S
State,North Carolina,higher degree,Age 19,Number,S
State,North Carolina,none of the above,Age 19,Number,48
State,North Carolina,Declined,Age 19,Number,S
State,North Carolina,blank,Age 19,Number,S
State,North Dakota,high school or ged,Age 19,Number,18
State,North Dakota,vocational certificate,Age 19,Number,S
State,North Dakota,vocational license,Age 19,Number,S
State,North Dakota,Associate Degree,Age 19,Number,S
State,North Dakota,bachelor degree,Age 19,Number,S
State,North Dakota,higher degree,Age 19,Number,S
State,North Dakota,none of the above,Age 19,Number,20
State,North Dakota,Declined,Age 19,Number,S
State,North Dakota,blank,Age 19,Number,S
State,North Dakota,high school or ged,Age 21,Number,27
State,North Dakota,vocational certificate,Age 21,Number,S
State,North Dakota,vocational license,Age 21,Number,S
State,North Dakota,Associate Degree,Age 21,Number,S
State,North Dakota,bachelor degree,Age 21,Number,S
State,North Dakota,higher degree,Age 21,Number,S
State,North Dakota,none of the above,Age 21,Number,S
State,North Dakota,Declined,Age 21,Number,S
State,North Dakota,blank,Age 21,Number,S
State,North Dakota,blank,Age 21,Percent,S
State,North Dakota,Declined,Age 21,Percent,S
State,North Dakota,none of the above,Age 21,Percent,S
State,North Dakota,higher degree,Age 21,Percent,S
State,North Dakota,bachelor degree,Age 21,Percent,S
State,North Dakota,Associate Degree,Age 21,Percent,S
State,North Dakota,vocational license,Age 21,Percent,S
State,North Dakota,vocational certificate,Age 21,Percent,S
State,North Dakota,high school or ged,Age 21,Percent,0.75
State,North Dakota,blank,Age 19,Percent,S
State,North Dakota,Declined,Age 19,Percent,S
State,North Dakota,none of the above,Age 19,Percent,0.53
State,North Dakota,higher degree,Age 19,Percent,S
State,North Dakota,bachelor degree,Age 19,Percent,S
State,North Dakota,Associate Degree,Age 19,Percent,S
State,North Dakota,vocational license,Age 19,Percent,S
State,North Dakota,vocational certificate,Age 19,Percent,S
State,North Dakota,high school or ged,Age 19,Percent,0.47
State,North Dakota,high school or ged,Age 17,Number,S
State,North Dakota,vocational certificate,Age 17,Number,S
State,North Dakota,vocational license,Age 17,Number,S
State,North Dakota,Associate Degree,Age 17,Number,S
State,North Dakota,bachelor degree,Age 17,Number,S
State,North Dakota,higher degree,Age 17,Number,S
State,North Dakota,none of the above,Age 17,Number,55
State,North Dakota,Declined,Age 17,Number,S
State,North Dakota,blank,Age 17,Number,S
State,North Dakota,blank,Age 17,Percent,S
State,North Dakota,Declined,Age 17,Percent,S
State,North Dakota,none of the above,Age 17,Percent,0.9
State,North Dakota,higher degree,Age 17,Percent,S
State,North Dakota,bachelor degree,Age 17,Percent,S
State,North Dakota,Associate Degree,Age 17,Percent,S
State,North Dakota,vocational license,Age 17,Percent,S
State,North Dakota,vocational certificate,Age 17,Percent,S
State,North Dakota,high school or ged,Age 17,Percent,S
State,Ohio,blank,Age 17,Percent,S
State,Ohio,Declined,Age 17,Percent,0.02
State,Ohio,none of the above,Age 17,Percent,0.95
State,Ohio,higher degree,Age 17,Percent,S
State,Ohio,bachelor degree,Age 17,Percent,S
State,Ohio,Associate Degree,Age 17,Percent,S
State,Ohio,vocational license,Age 17,Percent,S
State,Ohio,vocational certificate,Age 17,Percent,S
State,Ohio,high school or ged,Age 17,Percent,0.02
State,Ohio,high school or ged,Age 17,Number,13
State,Ohio,vocational certificate,Age 17,Number,S
State,Ohio,vocational license,Age 17,Number,S
State,Ohio,Associate Degree,Age 17,Number,S
State,Ohio,bachelor degree,Age 17,Number,S
State,Ohio,higher degree,Age 17,Number,S
State,Ohio,none of the above,Age 17,Number,588
State,Ohio,Declined,Age 17,Number,10
State,Ohio,blank,Age 17,Number,S
State,Ohio,blank,Age 19,Percent,S
State,Ohio,Declined,Age 19,Percent,S
State,Ohio,none of the above,Age 19,Percent,0.42
State,Ohio,higher degree,Age 19,Percent,S
State,Ohio,bachelor degree,Age 19,Percent,S
State,Ohio,Associate Degree,Age 19,Percent,S
State,Ohio,vocational license,Age 19,Percent,S
State,Ohio,vocational certificate,Age 19,Percent,S
State,Ohio,high school or ged,Age 19,Percent,0.49
State,Ohio,blank,Age 21,Percent,S
State,Ohio,Declined,Age 21,Percent,0.1
State,Ohio,none of the above,Age 21,Percent,0.23
State,Ohio,higher degree,Age 21,Percent,S
State,Ohio,bachelor degree,Age 21,Percent,S
State,Ohio,Associate Degree,Age 21,Percent,S
State,Ohio,vocational license,Age 21,Percent,S
State,Ohio,vocational certificate,Age 21,Percent,S
State,Ohio,high school or ged,Age 21,Percent,0.6
State,Ohio,high school or ged,Age 21,Number,87
State,Ohio,vocational certificate,Age 21,Number,S
State,Ohio,vocational license,Age 21,Number,S
State,Ohio,Associate Degree,Age 21,Number,S
State,Ohio,bachelor degree,Age 21,Number,S
State,Ohio,higher degree,Age 21,Number,S
State,Ohio,none of the above,Age 21,Number,34
State,Ohio,Declined,Age 21,Number,15
State,Ohio,blank,Age 21,Number,S
State,Ohio,high school or ged,Age 19,Number,82
State,Ohio,vocational certificate,Age 19,Number,S
State,Ohio,vocational license,Age 19,Number,S
State,Ohio,Associate Degree,Age 19,Number,S
State,Ohio,bachelor degree,Age 19,Number,S
State,Ohio,higher degree,Age 19,Number,S
State,Ohio,none of the above,Age 19,Number,71
State,Ohio,Declined,Age 19,Number,S
State,Ohio,blank,Age 19,Number,S
State,Oklahoma,high school or ged,Age 19,Number,77
State,Oklahoma,vocational certificate,Age 19,Number,11
State,Oklahoma,vocational license,Age 19,Number,S
State,Oklahoma,Associate Degree,Age 19,Number,S
State,Oklahoma,bachelor degree,Age 19,Number,S
State,Oklahoma,higher degree,Age 19,Number,S
State,Oklahoma,none of the above,Age 19,Number,75
State,Oklahoma,Declined,Age 19,Number,S
State,Oklahoma,blank,Age 19,Number,S
State,Oklahoma,high school or ged,Age 21,Number,119
State,Oklahoma,vocational certificate,Age 21,Number,20
State,Oklahoma,vocational license,Age 21,Number,S
State,Oklahoma,Associate Degree,Age 21,Number,S
State,Oklahoma,bachelor degree,Age 21,Number,S
State,Oklahoma,higher degree,Age 21,Number,S
State,Oklahoma,none of the above,Age 21,Number,31
State,Oklahoma,Declined,Age 21,Number,S
State,Oklahoma,blank,Age 21,Number,S
State,Oklahoma,blank,Age 21,Percent,S
State,Oklahoma,Declined,Age 21,Percent,S
State,Oklahoma,none of the above,Age 21,Percent,0.17
State,Oklahoma,higher degree,Age 21,Percent,S
State,Oklahoma,bachelor degree,Age 21,Percent,S
State,Oklahoma,Associate Degree,Age 21,Percent,S
State,Oklahoma,vocational license,Age 21,Percent,S
State,Oklahoma,vocational certificate,Age 21,Percent,0.11
State,Oklahoma,high school or ged,Age 21,Percent,0.65
State,Oklahoma,blank,Age 19,Percent,S
State,Oklahoma,Declined,Age 19,Percent,S
State,Oklahoma,none of the above,Age 19,Percent,0.43
State,Oklahoma,higher degree,Age 19,Percent,S
State,Oklahoma,bachelor degree,Age 19,Percent,S
State,Oklahoma,Associate Degree,Age 19,Percent,S
State,Oklahoma,vocational license,Age 19,Percent,S
State,Oklahoma,vocational certificate,Age 19,Percent,0.06
State,Oklahoma,high school or ged,Age 19,Percent,0.44
State,Oklahoma,high school or ged,Age 17,Number,12
State,Oklahoma,vocational certificate,Age 17,Number,S
State,Oklahoma,vocational license,Age 17,Number,S
State,Oklahoma,Associate Degree,Age 17,Number,S
State,Oklahoma,bachelor degree,Age 17,Number,S
State,Oklahoma,higher degree,Age 17,Number,S
State,Oklahoma,none of the above,Age 17,Number,229
State,Oklahoma,Declined,Age 17,Number,S
State,Oklahoma,blank,Age 17,Number,S
State,Oklahoma,blank,Age 17,Percent,S
State,Oklahoma,Declined,Age 17,Percent,S
State,Oklahoma,none of the above,Age 17,Percent,0.92
State,Oklahoma,higher degree,Age 17,Percent,S
State,Oklahoma,bachelor degree,Age 17,Percent,S
State,Oklahoma,Associate Degree,Age 17,Percent,S
State,Oklahoma,vocational license,Age 17,Percent,S
State,Oklahoma,vocational certificate,Age 17,Percent,S
State,Oklahoma,high school or ged,Age 17,Percent,0.05
State,Oregon,blank,Age 17,Percent,S
State,Oregon,Declined,Age 17,Percent,0.06
State,Oregon,none of the above,Age 17,Percent,0.92
State,Oregon,higher degree,Age 17,Percent,S
State,Oregon,bachelor degree,Age 17,Percent,S
State,Oregon,Associate Degree,Age 17,Percent,S
State,Oregon,vocational license,Age 17,Percent,S
State,Oregon,vocational certificate,Age 17,Percent,S
State,Oregon,high school or ged,Age 17,Percent,S
State,Oregon,high school or ged,Age 17,Number,S
State,Oregon,vocational certificate,Age 17,Number,S
State,Oregon,vocational license,Age 17,Number,S
State,Oregon,Associate Degree,Age 17,Number,S
State,Oregon,bachelor degree,Age 17,Number,S
State,Oregon,higher degree,Age 17,Number,S
State,Oregon,none of the above,Age 17,Number,228
State,Oregon,Declined,Age 17,Number,15
State,Oregon,blank,Age 17,Number,S
State,Oregon,blank,Age 19,Percent,S
State,Oregon,Declined,Age 19,Percent,0.19
State,Oregon,none of the above,Age 19,Percent,0.24
State,Oregon,higher degree,Age 19,Percent,S
State,Oregon,bachelor degree,Age 19,Percent,S
State,Oregon,Associate Degree,Age 19,Percent,S
State,Oregon,vocational license,Age 19,Percent,S
State,Oregon,vocational certificate,Age 19,Percent,S
State,Oregon,high school or ged,Age 19,Percent,0.57
State,Oregon,blank,Age 21,Percent,S
State,Oregon,Declined,Age 21,Percent,0.2
State,Oregon,none of the above,Age 21,Percent,0.17
State,Oregon,higher degree,Age 21,Percent,S
State,Oregon,bachelor degree,Age 21,Percent,S
State,Oregon,Associate Degree,Age 21,Percent,S
State,Oregon,vocational license,Age 21,Percent,S
State,Oregon,vocational certificate,Age 21,Percent,S
State,Oregon,high school or ged,Age 21,Percent,0.64
State,Oregon,high school or ged,Age 21,Number,114
State,Oregon,vocational certificate,Age 21,Number,S
State,Oregon,vocational license,Age 21,Number,S
State,Oregon,Associate Degree,Age 21,Number,S
State,Oregon,bachelor degree,Age 21,Number,S
State,Oregon,higher degree,Age 21,Number,S
State,Oregon,none of the above,Age 21,Number,30
State,Oregon,Declined,Age 21,Number,35
State,Oregon,blank,Age 21,Number,S
State,Oregon,high school or ged,Age 19,Number,99
State,Oregon,vocational certificate,Age 19,Number,S
State,Oregon,vocational license,Age 19,Number,S
State,Oregon,Associate Degree,Age 19,Number,S
State,Oregon,bachelor degree,Age 19,Number,S
State,Oregon,higher degree,Age 19,Number,S
State,Oregon,none of the above,Age 19,Number,41
State,Oregon,Declined,Age 19,Number,33
State,Oregon,blank,Age 19,Number,S
State,Pennsylvania,high school or ged,Age 19,Number,80
State,Pennsylvania,vocational certificate,Age 19,Number,S
State,Pennsylvania,vocational license,Age 19,Number,S
State,Pennsylvania,Associate Degree,Age 19,Number,S
State,Pennsylvania,bachelor degree,Age 19,Number,S
State,Pennsylvania,higher degree,Age 19,Number,S
State,Pennsylvania,none of the above,Age 19,Number,63
State,Pennsylvania,Declined,Age 19,Number,S
State,Pennsylvania,blank,Age 19,Number,S
State,Pennsylvania,high school or ged,Age 21,Number,72
State,Pennsylvania,vocational certificate,Age 21,Number,S
State,Pennsylvania,vocational license,Age 21,Number,S
State,Pennsylvania,Associate Degree,Age 21,Number,S
State,Pennsylvania,bachelor degree,Age 21,Number,S
State,Pennsylvania,higher degree,Age 21,Number,S
State,Pennsylvania,none of the above,Age 21,Number,23
State,Pennsylvania,Declined,Age 21,Number,S
State,Pennsylvania,blank,Age 21,Number,S
State,Pennsylvania,blank,Age 21,Percent,S
State,Pennsylvania,Declined,Age 21,Percent,S
State,Pennsylvania,none of the above,Age 21,Percent,0.22
State,Pennsylvania,higher degree,Age 21,Percent,S
State,Pennsylvania,bachelor degree,Age 21,Percent,S
State,Pennsylvania,Associate Degree,Age 21,Percent,S
State,Pennsylvania,vocational license,Age 21,Percent,S
State,Pennsylvania,vocational certificate,Age 21,Percent,S
State,Pennsylvania,high school or ged,Age 21,Percent,0.69
State,Pennsylvania,blank,Age 19,Percent,S
State,Pennsylvania,Declined,Age 19,Percent,S
State,Pennsylvania,none of the above,Age 19,Percent,0.41
State,Pennsylvania,higher degree,Age 19,Percent,S
State,Pennsylvania,bachelor degree,Age 19,Percent,S
State,Pennsylvania,Associate Degree,Age 19,Percent,S
State,Pennsylvania,vocational license,Age 19,Percent,S
State,Pennsylvania,vocational certificate,Age 19,Percent,S
State,Pennsylvania,high school or ged,Age 19,Percent,0.52
State,Pennsylvania,high school or ged,Age 17,Number,44
State,Pennsylvania,vocational certificate,Age 17,Number,S
State,Pennsylvania,vocational license,Age 17,Number,S
State,Pennsylvania,Associate Degree,Age 17,Number,S
State,Pennsylvania,bachelor degree,Age 17,Number,S
State,Pennsylvania,higher degree,Age 17,Number,S
State,Pennsylvania,none of the above,Age 17,Number,666
State,Pennsylvania,Declined,Age 17,Number,29
State,Pennsylvania,blank,Age 17,Number,S
State,Pennsylvania,blank,Age 17,Percent,S
State,Pennsylvania,Declined,Age 17,Percent,0.04
State,Pennsylvania,none of the above,Age 17,Percent,0.89
State,Pennsylvania,higher degree,Age 17,Percent,S
State,Pennsylvania,bachelor degree,Age 17,Percent,S
State,Pennsylvania,Associate Degree,Age 17,Percent,S
State,Pennsylvania,vocational license,Age 17,Percent,S
State,Pennsylvania,vocational certificate,Age 17,Percent,S
State,Pennsylvania,high school or ged,Age 17,Percent,0.06
State,Rhode Island,blank,Age 17,Percent,S
State,Rhode Island,Declined,Age 17,Percent,S
State,Rhode Island,none of the above,Age 17,Percent,1
State,Rhode Island,higher degree,Age 17,Percent,S
State,Rhode Island,bachelor degree,Age 17,Percent,S
State,Rhode Island,Associate Degree,Age 17,Percent,S
State,Rhode Island,vocational license,Age 17,Percent,S
State,Rhode Island,vocational certificate,Age 17,Percent,S
State,Rhode Island,high school or ged,Age 17,Percent,S
State,Rhode Island,high school or ged,Age 17,Number,S
State,Rhode Island,vocational certificate,Age 17,Number,S
State,Rhode Island,vocational license,Age 17,Number,S
State,Rhode Island,Associate Degree,Age 17,Number,S
State,Rhode Island,bachelor degree,Age 17,Number,S
State,Rhode Island,higher degree,Age 17,Number,S
State,Rhode Island,none of the above,Age 17,Number,144
State,Rhode Island,Declined,Age 17,Number,S
State,Rhode Island,blank,Age 17,Number,S
State,Rhode Island,blank,Age 19,Percent,S
State,Rhode Island,Declined,Age 19,Percent,S
State,Rhode Island,none of the above,Age 19,Percent,0.57
State,Rhode Island,higher degree,Age 19,Percent,S
State,Rhode Island,bachelor degree,Age 19,Percent,S
State,Rhode Island,Associate Degree,Age 19,Percent,S
State,Rhode Island,vocational license,Age 19,Percent,S
State,Rhode Island,vocational certificate,Age 19,Percent,S
State,Rhode Island,high school or ged,Age 19,Percent,0.41
State,Rhode Island,blank,Age 21,Percent,S
State,Rhode Island,Declined,Age 21,Percent,S
State,Rhode Island,none of the above,Age 21,Percent,0.3
State,Rhode Island,higher degree,Age 21,Percent,S
State,Rhode Island,bachelor degree,Age 21,Percent,S
State,Rhode Island,Associate Degree,Age 21,Percent,S
State,Rhode Island,vocational license,Age 21,Percent,S
State,Rhode Island,vocational certificate,Age 21,Percent,S
State,Rhode Island,high school or ged,Age 21,Percent,0.68
State,Rhode Island,high school or ged,Age 21,Number,67
State,Rhode Island,vocational certificate,Age 21,Number,S
State,Rhode Island,vocational license,Age 21,Number,S
State,Rhode Island,Associate Degree,Age 21,Number,S
State,Rhode Island,bachelor degree,Age 21,Number,S
State,Rhode Island,higher degree,Age 21,Number,S
State,Rhode Island,none of the above,Age 21,Number,29
State,Rhode Island,Declined,Age 21,Number,S
State,Rhode Island,blank,Age 21,Number,S
State,Rhode Island,high school or ged,Age 19,Number,47
State,Rhode Island,vocational certificate,Age 19,Number,S
State,Rhode Island,vocational license,Age 19,Number,S
State,Rhode Island,Associate Degree,Age 19,Number,S
State,Rhode Island,bachelor degree,Age 19,Number,S
State,Rhode Island,higher degree,Age 19,Number,S
State,Rhode Island,none of the above,Age 19,Number,65
State,Rhode Island,Declined,Age 19,Number,S
State,Rhode Island,blank,Age 19,Number,S
State,South Carolina,high school or ged,Age 19,Number,54
State,South Carolina,vocational certificate,Age 19,Number,S
State,South Carolina,vocational license,Age 19,Number,S
State,South Carolina,Associate Degree,Age 19,Number,S
State,South Carolina,bachelor degree,Age 19,Number,S
State,South Carolina,higher degree,Age 19,Number,S
State,South Carolina,none of the above,Age 19,Number,77
State,South Carolina,Declined,Age 19,Number,S
State,South Carolina,blank,Age 19,Number,S
State,South Carolina,high school or ged,Age 21,Number,78
State,South Carolina,vocational certificate,Age 21,Number,S
State,South Carolina,vocational license,Age 21,Number,S
State,South Carolina,Associate Degree,Age 21,Number,S
State,South Carolina,bachelor degree,Age 21,Number,S
State,South Carolina,higher degree,Age 21,Number,S
State,South Carolina,none of the above,Age 21,Number,36
State,South Carolina,Declined,Age 21,Number,S
State,South Carolina,blank,Age 21,Number,S
State,South Carolina,blank,Age 21,Percent,S
State,South Carolina,Declined,Age 21,Percent,S
State,South Carolina,none of the above,Age 21,Percent,0.29
State,South Carolina,higher degree,Age 21,Percent,S
State,South Carolina,bachelor degree,Age 21,Percent,S
State,South Carolina,Associate Degree,Age 21,Percent,S
State,South Carolina,vocational license,Age 21,Percent,S
State,South Carolina,vocational certificate,Age 21,Percent,S
State,South Carolina,high school or ged,Age 21,Percent,0.62
State,South Carolina,blank,Age 19,Percent,S
State,South Carolina,Declined,Age 19,Percent,S
State,South Carolina,none of the above,Age 19,Percent,0.56
State,South Carolina,higher degree,Age 19,Percent,S
State,South Carolina,bachelor degree,Age 19,Percent,S
State,South Carolina,Associate Degree,Age 19,Percent,S
State,South Carolina,vocational license,Age 19,Percent,S
State,South Carolina,vocational certificate,Age 19,Percent,S
State,South Carolina,high school or ged,Age 19,Percent,0.39
State,South Carolina,high school or ged,Age 17,Number,S
State,South Carolina,vocational certificate,Age 17,Number,S
State,South Carolina,vocational license,Age 17,Number,S
State,South Carolina,Associate Degree,Age 17,Number,S
State,South Carolina,bachelor degree,Age 17,Number,S
State,South Carolina,higher degree,Age 17,Number,S
State,South Carolina,none of the above,Age 17,Number,186
State,South Carolina,Declined,Age 17,Number,S
State,South Carolina,blank,Age 17,Number,S
State,South Carolina,blank,Age 17,Percent,S
State,South Carolina,Declined,Age 17,Percent,S
State,South Carolina,none of the above,Age 17,Percent,0.96
State,South Carolina,higher degree,Age 17,Percent,S
State,South Carolina,bachelor degree,Age 17,Percent,S
State,South Carolina,Associate Degree,Age 17,Percent,S
State,South Carolina,vocational license,Age 17,Percent,S
State,South Carolina,vocational certificate,Age 17,Percent,S
State,South Carolina,high school or ged,Age 17,Percent,S
State,South Dakota,blank,Age 17,Percent,S
State,South Dakota,Declined,Age 17,Percent,S
State,South Dakota,none of the above,Age 17,Percent,0.96
State,South Dakota,higher degree,Age 17,Percent,S
State,South Dakota,bachelor degree,Age 17,Percent,S
State,South Dakota,Associate Degree,Age 17,Percent,S
State,South Dakota,vocational license,Age 17,Percent,S
State,South Dakota,vocational certificate,Age 17,Percent,S
State,South Dakota,high school or ged,Age 17,Percent,S
State,South Dakota,high school or ged,Age 17,Number,S
State,South Dakota,vocational certificate,Age 17,Number,S
State,South Dakota,vocational license,Age 17,Number,S
State,South Dakota,Associate Degree,Age 17,Number,S
State,South Dakota,bachelor degree,Age 17,Number,S
State,South Dakota,higher degree,Age 17,Number,S
State,South Dakota,none of the above,Age 17,Number,53
State,South Dakota,Declined,Age 17,Number,S
State,South Dakota,blank,Age 17,Number,S
State,South Dakota,blank,Age 21,Percent,S
State,South Dakota,Declined,Age 21,Percent,S
State,South Dakota,none of the above,Age 21,Percent,0.29
State,South Dakota,higher degree,Age 21,Percent,S
State,South Dakota,bachelor degree,Age 21,Percent,S
State,South Dakota,Associate Degree,Age 21,Percent,S
State,South Dakota,vocational license,Age 21,Percent,S
State,South Dakota,vocational certificate,Age 21,Percent,S
State,South Dakota,high school or ged,Age 21,Percent,0.66
State,South Dakota,high school or ged,Age 21,Number,27
State,South Dakota,vocational certificate,Age 21,Number,S
State,South Dakota,vocational license,Age 21,Number,S
State,South Dakota,Associate Degree,Age 21,Number,S
State,South Dakota,bachelor degree,Age 21,Number,S
State,South Dakota,higher degree,Age 21,Number,S
State,South Dakota,none of the above,Age 21,Number,12
State,South Dakota,Declined,Age 21,Number,S
State,South Dakota,blank,Age 21,Number,S
State,South Dakota,high school or ged,Age 19,Number,S
State,South Dakota,vocational certificate,Age 19,Number,S
State,South Dakota,vocational license,Age 19,Number,S
State,South Dakota,Associate Degree,Age 19,Number,S
State,South Dakota,bachelor degree,Age 19,Number,S
State,South Dakota,higher degree,Age 19,Number,S
State,South Dakota,none of the above,Age 19,Number,19
State,South Dakota,Declined,Age 19,Number,S
State,South Dakota,blank,Age 19,Number,22
State,South Dakota,blank,Age 19,Percent,0.54
State,South Dakota,Declined,Age 19,Percent,S
State,South Dakota,none of the above,Age 19,Percent,0.46
State,South Dakota,higher degree,Age 19,Percent,S
State,South Dakota,bachelor degree,Age 19,Percent,S
State,South Dakota,Associate Degree,Age 19,Percent,S
State,South Dakota,vocational license,Age 19,Percent,S
State,South Dakota,vocational certificate,Age 19,Percent,S
State,South Dakota,high school or ged,Age 19,Percent,S
State,Tennessee,high school or ged,Age 19,Number,82
State,Tennessee,vocational certificate,Age 19,Number,S
State,Tennessee,vocational license,Age 19,Number,S
State,Tennessee,Associate Degree,Age 19,Number,S
State,Tennessee,bachelor degree,Age 19,Number,S
State,Tennessee,higher degree,Age 19,Number,S
State,Tennessee,none of the above,Age 19,Number,64
State,Tennessee,Declined,Age 19,Number,S
State,Tennessee,blank,Age 19,Number,S
State,Tennessee,high school or ged,Age 21,Number,102
State,Tennessee,vocational certificate,Age 21,Number,S
State,Tennessee,vocational license,Age 21,Number,S
State,Tennessee,Associate Degree,Age 21,Number,S
State,Tennessee,bachelor degree,Age 21,Number,S
State,Tennessee,higher degree,Age 21,Number,S
State,Tennessee,none of the above,Age 21,Number,30
State,Tennessee,Declined,Age 21,Number,S
State,Tennessee,blank,Age 21,Number,S
State,Tennessee,blank,Age 21,Percent,S
State,Tennessee,Declined,Age 21,Percent,S
State,Tennessee,none of the above,Age 21,Percent,0.21
State,Tennessee,higher degree,Age 21,Percent,S
State,Tennessee,bachelor degree,Age 21,Percent,S
State,Tennessee,Associate Degree,Age 21,Percent,S
State,Tennessee,vocational license,Age 21,Percent,S
State,Tennessee,vocational certificate,Age 21,Percent,S
State,Tennessee,high school or ged,Age 21,Percent,0.72
State,Tennessee,high school or ged,Age 17,Number,13
State,Tennessee,vocational certificate,Age 17,Number,S
State,Tennessee,vocational license,Age 17,Number,S
State,Tennessee,Associate Degree,Age 17,Number,S
State,Tennessee,bachelor degree,Age 17,Number,S
State,Tennessee,higher degree,Age 17,Number,S
State,Tennessee,none of the above,Age 17,Number,510
State,Tennessee,Declined,Age 17,Number,S
State,Tennessee,blank,Age 17,Number,S
State,Tennessee,blank,Age 17,Percent,S
State,Tennessee,Declined,Age 17,Percent,S
State,Tennessee,none of the above,Age 17,Percent,0.96
State,Tennessee,higher degree,Age 17,Percent,S
